date,predicted_carbon_kg,ci_lower,ci_upper
2026-07-21,16.29933499867374,12.586538783337131,20.012131214010346
2026-07-22,16.29933499867374,12.562181559216684,20.036488438130796
2026-07-23,16.29933499867374,12.53798206077047,20.060687936577008
2026-07-24,16.29933499867374,12.513937263045234,20.084732734302243
2026-07-25,16.29933499867374,12.490044236559449,20.10862576078803
2026-07-26,16.29933499867374,12.466300143137316,20.13236985421016
2026-07-27,16.29933499867374,12.442702231973623,20.155967765373855
2026-07-28,16.29933499867374,12.41924783591401,20.179422161433468
2026-07-29,16.29933499867374,12.395934367936395,20.202735629411084
2026-07-30,16.29933499867374,12.372759317820439,20.22591067952704
2026-07-31,16.29933499867374,12.349720248992902,20.248949748354576
2026-08-01,16.29933499867374,12.326814795537665,20.271855201809814
2026-08-02,16.29933499867374,12.304040659360034,20.294629337987445
2026-08-03,16.29933499867374,12.281395607495721,20.317274389851757
2026-08-04,16.29933499867374,12.25887746955555,20.33979252779193
2026-08-05,16.29933499867374,12.236484135297665,20.362185862049813
2026-08-06,16.29933499867374,12.214213552319473,20.384456445028007
2026-08-07,16.29933499867374,12.192063723862269,20.40660627348521
2026-08-08,16.29933499867374,12.17003270672183,20.428637290625648
2026-08-09,16.29933499867374,12.148118609258807,20.45055138808867
2026-08-10,16.29933499867374,12.12631958950317,20.47235040784431
2026-08-11,16.29933499867374,12.104633853347309,20.49403614400017
2026-08-12,16.29933499867374,12.083059652822769,20.51561034452471
2026-08-13,16.29933499867374,12.061595284455962,20.537074712891517
2026-08-14,16.29933499867374,12.040239087698449,20.55843090964903
2026-08-15,16.29933499867374,12.018989443427728,20.57968055391975
2026-08-16,16.29933499867374,11.997844772514652,20.600825224832825
2026-08-17,16.29933499867374,11.976803534453957,20.62186646289352
2026-08-18,16.29933499867374,11.955864226054466,20.642805771293013
2026-08-19,16.29933499867374,11.93502538018587,20.66364461716161
2026-08-20,16.29933499867374,11.914285564579114,20.684384432768365
2026-08-21,16.29933499867374,11.893643380677599,20.70502661666988
2026-08-22,16.29933499867374,11.873097462536608,20.725572534810873
2026-08-23,16.29933499867374,11.852646475768502,20.746023521578977
2026-08-24,16.29933499867374,11.832289116531378,20.7663808808161
2026-08-25,16.29933499867374,11.812024110559022,20.786645886788456
2026-08-26,16.29933499867374,11.791850212230113,20.806819785117366
2026-08-27,16.29933499867374,11.771766203674751,20.826903793672727
2026-08-28,16.29933499867374,11.751770893916508,20.84689910343097
2026-08-29,16.29933499867374,11.731863118048276,20.866806879299205
2026-08-30,16.29933499867374,11.712041736440316,20.886628260907163
2026-08-31,16.29933499867374,11.692305633978954,20.906364363368525
2026-09-01,16.29933499867374,11.672653719334532,20.926016278012945
2026-09-02,16.29933499867374,11.653084924257195,20.945585073090285
2026-09-03,16.29933499867374,11.633598202899293,20.965071794448185
